NomeProduto,Categoria,Preco
Soro Fisiológico,Remédios,39.83
Antifúngico,Remédios,33.2
Escova de Dente,Perfumaria,79.82
Creme Anti-idade,Perfumaria,67.95
Band-aid,Perfumaria,89.82
Creme Hidratante,Perfumaria,46.07
Gaze Esterilizada,Perfumaria,50.28
Inalador,Remédios,23.81
Escova de Dente,Perfumaria,92.7
Antifúngico,Remédios,51.53
Antialérgico,Remédios,24.8
Antifúngico,Remédios,30.09
Suplemento de Ômega 3,Vitaminas,36.64
Creme para as Mãos,Perfumaria,90.46
Creme Hidratante,Perfumaria,26.69
Lentes de Contato,Perfumaria,14.37
Suplemento de Ômega 3,Vitaminas,83.88
Escova de Cabelo,Perfumaria,54.04
Colírio,Remédios,83.89
Pomada Antisséptica,Perfumaria,71.59
Anti-inflamatório,Remédios,12.57
Ibuprofeno 200mg,Remédios,61.8
Creme para as Mãos,Perfumaria,45.08
Lenços Umedecidos,Perfumaria,86.19
Lenços Umedecidos,Perfumaria,52.22
Suplemento de Magnésio,Vitaminas,53.03
Antifúngico,Remédios,94.55
Suplemento de Ômega 3,Vitaminas,13.14
Colágeno em Pó,Vitaminas,39.96
Termômetro Digital,Perfumaria,66.78
Suplemento de Ômega 3,Vitaminas,10.3
Ibuprofeno 200mg,Remédios,53.37
Paracetamol 500mg,Remédios,83.95
Cotonetes,Perfumaria,68.92
Band-aid,Perfumaria,5.64
Compressa Fria,Perfumaria,34.42
Creme Anti-idade,Perfumaria,52.99
Escova de Cabelo,Perfumaria,88.41
Colágeno em Pó,Vitaminas,10.15
Pomada para Artrose,Remédios,10.67
Xarope para Tosse,Remédios,86.49
Band-aid,Perfumaria,43.69
Pomada Antisséptica,Perfumaria,85.81
Colágeno em Pó,Vitaminas,54.8
Termômetro de Infravermelho,Perfumaria,97.39
Termômetro Digital,Perfumaria,18.69
Paracetamol 500mg,Remédios,45.04
Pasta de Dente,Perfumaria,54.07
Vitamina C 1000mg,Vitaminas,32.74
Creme Hidratante,Perfumaria,16.26
Protetor Solar,Perfumaria,74.09
Vitamina C 1000mg,Vitaminas,71.32
Inalador,Remédios,95.56
Pomada para Artrose,Remédios,40.59
Roupas de Compressão,Perfumaria,53.97
Creme Anti-idade,Perfumaria,23.37
Roupas de Compressão,Perfumaria,79.14
Paracetamol 500mg,Remédios,49.58
Termômetro Digital,Perfumaria,38.19
Antialérgico,Remédios,8.05
Colírio,Remédios,27.88
Roupas de Compressão,Perfumaria,90.4
Pomada para Artrose,Remédios,86.41
Suplemento de Cálcio,Vitaminas,52.47
Termômetro de Infravermelho,Perfumaria,56.42
Ibuprofeno 200mg,Remédios,99.7
Termômetro de Infravermelho,Perfumaria,53.61
Suplemento de Ômega 3,Vitaminas,94.0
Protetor Solar,Perfumaria,54.27
Escova de Cabelo,Perfumaria,51.67
Lentes de Contato,Perfumaria,13.0
Suplemento de Vitamina D,Vitaminas,71.54
Fraldas Descartáveis,Perfumaria,38.93
Paracetamol 500mg,Remédios,7.72
Colírio,Remédios,16.56
Lentes de Contato,Perfumaria,41.82
Creme Anti-idade,Perfumaria,40.98
Xarope para Tosse,Remédios,74.66
Termômetro de Infravermelho,Perfumaria,81.3
Pomada Antisséptica,Perfumaria,14.36
Colírio,Remédios,22.87
Pomada para Artrose,Remédios,72.85
Creme Anti-idade,Perfumaria,82.33
Band-aid,Perfumaria,60.7
Paracetamol 500mg,Remédios,36.65
Pasta de Dente,Perfumaria,27.68
Cotonetes,Perfumaria,79.3
Escova de Dente,Perfumaria,49.01
Vitamina C 1000mg,Vitaminas,87.92
Pasta de Dente,Perfumaria,65.99
Soro Fisiológico,Remédios,47.75
Escova de Cabelo,Perfumaria,94.1
Gaze Esterilizada,Perfumaria,82.17
Pomada para Assaduras,Perfumaria,6.59
Aspirina 500mg,Remédios,69.19
Protetor Labial,Perfumaria,89.87
Protetor Solar,Perfumaria,74.24
Pomada Antisséptica,Perfumaria,95.72
Creme Anti-idade,Perfumaria,17.42
Inalador,Remédios,80.53
Escova de Cabelo,Perfumaria,59.14
Anti-inflamatório,Remédios,92.44
Escova de Dente,Perfumaria,52.24
Paracetamol 500mg,Remédios,97.16
Termômetro Digital,Perfumaria,24.68
Creme Anti-idade,Perfumaria,20.61
Paracetamol 500mg,Remédios,72.46
Protetor Solar,Perfumaria,51.16
Fita Adesiva,Perfumaria,85.78
Máscara de Cílios,Perfumaria,41.61
Suplemento de Ômega 3,Vitaminas,6.5
Antiácido,Remédios,86.3
Escova de Dente,Perfumaria,29.27
Soro Fisiológico,Remédios,84.03
Anti-inflamatório,Remédios,50.21
Suplemento de Magnésio,Vitaminas,97.54
Pomada para Artrose,Remédios,60.93
Suplemento de Cálcio,Vitaminas,49.37
Pomada Antisséptica,Perfumaria,69.36
Vitamina C 1000mg,Vitaminas,42.55
Colírio,Remédios,99.72
Protetor Labial,Perfumaria,10.79
Suplemento de Magnésio,Vitaminas,20.85
Desodorante,Perfumaria,22.95
Protetor Solar,Perfumaria,30.88
Termômetro Digital,Perfumaria,11.39
Desodorante,Perfumaria,54.82
Creme para as Mãos,Perfumaria,97.39
Pasta de Dente,Perfumaria,43.07
Vitamina C 1000mg,Vitaminas,38.25
Creme para as Mãos,Perfumaria,54.06
Antiácido,Remédios,85.37
Lentes de Contato,Perfumaria,59.04
Creme Anti-idade,Perfumaria,70.81
Xarope para Tosse,Remédios,10.48
Pomada Antisséptica,Perfumaria,70.91
Creme para as Mãos,Perfumaria,50.96
Aspirina 500mg,Remédios,64.65
Escova de Dente,Perfumaria,29.47
Pasta de Dente,Perfumaria,14.72
Lentes de Contato,Perfumaria,75.73
Suplemento de Ômega 3,Vitaminas,80.51
Protetor Solar,Perfumaria,17.0
Roupas de Compressão,Perfumaria,89.05
Escova de Dente,Perfumaria,81.13
Creme Anti-idade,Perfumaria,50.14
Creme para as Mãos,Perfumaria,88.31
Antifúngico,Remédios,41.1
Suplemento de Cálcio,Vitaminas,18.62
Antialérgico,Remédios,61.82
Cotonetes,Perfumaria,42.06
Lentes de Contato,Perfumaria,8.56
Soro Fisiológico,Remédios,73.63
Antifúngico,Remédios,26.39
Protetor Solar,Perfumaria,75.15
Desodorante,Perfumaria,90.43
Antialérgico,Remédios,15.94
Máscara de Cílios,Perfumaria,44.14
Pomada para Assaduras,Perfumaria,58.68
Antialérgico,Remédios,36.07
Gaze Esterilizada,Perfumaria,18.0
Protetor Labial,Perfumaria,31.57
Fita Adesiva,Perfumaria,88.83
Colágeno em Pó,Vitaminas,62.21
Pomada Antisséptica,Perfumaria,82.66
Suplemento de Cálcio,Vitaminas,9.21
Máscara de Cílios,Perfumaria,22.97
Ibuprofeno 200mg,Remédios,61.33
Anti-inflamatório,Remédios,17.81
Pomada para Artrose,Remédios,48.89
Anti-inflamatório,Remédios,7.65
Gel Antisséptico,Perfumaria,76.61
Protetor Solar,Perfumaria,48.91
Fraldas Descartáveis,Perfumaria,89.41
Suplemento de Ômega 3,Vitaminas,11.74
Suplemento de Cálcio,Vitaminas,27.3
Protetor Solar,Perfumaria,12.47
Vitamina C 1000mg,Vitaminas,72.95
Soro Fisiológico,Remédios,23.28
Protetor Solar,Perfumaria,30.81
Gaze Esterilizada,Perfumaria,20.11
Gel Antisséptico,Perfumaria,74.59
Desodorante,Perfumaria,79.45
Escova de Cabelo,Perfumaria,62.68
Suplemento de Vitamina D,Vitaminas,54.25
Compressa Fria,Perfumaria,16.23
Fita Adesiva,Perfumaria,54.46
Pomada Antisséptica,Perfumaria,94.07
Pomada para Artrose,Remédios,82.85
Xarope para Tosse,Remédios,83.07
Soro Fisiológico,Remédios,71.07
Band-aid,Perfumaria,51.49
Máscara de Cílios,Perfumaria,69.41
Fraldas Descartáveis,Perfumaria,49.46
Escova de Cabelo,Perfumaria,93.46
Pomada para Assaduras,Perfumaria,44.22
Creme Hidratante,Perfumaria,45.57
Lenços Umedecidos,Perfumaria,58.78
Pomada para Artrose,Remédios,72.71
Roupas de Compressão,Perfumaria,80.24
Pomada para Artrose,Remédios,96.54
Aspirina 500mg,Remédios,80.74
Termômetro de Infravermelho,Perfumaria,53.73
Colírio,Remédios,58.34
Paracetamol 500mg,Remédios,27.85
Antiácido,Remédios,30.29
Vitamina C 1000mg,Vitaminas,29.68
Creme Hidratante,Perfumaria,55.34
Vitamina C 1000mg,Vitaminas,49.49
Suplemento de Cálcio,Vitaminas,87.95
Creme Hidratante,Perfumaria,18.58
Gaze Esterilizada,Perfumaria,84.25
Fraldas Descartáveis,Perfumaria,37.21
Suplemento de Magnésio,Vitaminas,5.61
Creme Hidratante,Perfumaria,81.8
Gaze Esterilizada,Perfumaria,63.11
Desodorante,Perfumaria,26.51
Termômetro Digital,Perfumaria,56.45
Escova de Cabelo,Perfumaria,9.25
Suplemento de Ômega 3,Vitaminas,49.51
Suplemento de Magnésio,Vitaminas,80.78
Antibiótico,Remédios,53.44
Antiácido,Remédios,14.7
Gaze Esterilizada,Perfumaria,95.52
Fita Adesiva,Perfumaria,70.84
Colágeno em Pó,Vitaminas,6.45
Fita Adesiva,Perfumaria,87.84
Pomada para Artrose,Remédios,98.41
Antibiótico,Remédios,5.1
Máscara de Cílios,Perfumaria,89.65
Máscara de Cílios,Perfumaria,19.26
Gel Antisséptico,Perfumaria,31.05
Suplemento de Magnésio,Vitaminas,72.06
Suplemento de Ômega 3,Vitaminas,41.44
Creme Hidratante,Perfumaria,78.23
Creme Hidratante,Perfumaria,93.63
Antifúngico,Remédios,31.45
Pomada para Artrose,Remédios,94.47
Antialérgico,Remédios,90.64
Suplemento de Ômega 3,Vitaminas,57.45
Creme Anti-idade,Perfumaria,87.35
Gel Antisséptico,Perfumaria,64.8
Colágeno em Pó,Vitaminas,41.26
Antibiótico,Remédios,31.17
Gaze Esterilizada,Perfumaria,61.75
Colágeno em Pó,Vitaminas,13.02
Band-aid,Perfumaria,23.05
Pasta de Dente,Perfumaria,86.71
Pasta de Dente,Perfumaria,82.89
Creme para as Mãos,Perfumaria,82.71
Compressa Fria,Perfumaria,29.88
Gel Antisséptico,Perfumaria,89.25
Desodorante,Perfumaria,27.39
Colírio,Remédios,41.85
Xarope para Tosse,Remédios,31.88
Pomada para Artrose,Remédios,61.5
Aspirina 500mg,Remédios,95.56
Antifúngico,Remédios,40.4
Lentes de Contato,Perfumaria,10.93
Termômetro Digital,Perfumaria,96.04
Vitamina C 1000mg,Vitaminas,97.0
Antialérgico,Remédios,18.19
Protetor Solar,Perfumaria,94.16
Fraldas Descartáveis,Perfumaria,83.71
Lenços Umedecidos,Perfumaria,35.59
Paracetamol 500mg,Remédios,84.21
Fraldas Descartáveis,Perfumaria,34.76
Compressa Fria,Perfumaria,68.11
Suplemento de Magnésio,Vitaminas,45.42
Roupas de Compressão,Perfumaria,98.77
Escova de Dente,Perfumaria,21.84
Vitamina C 1000mg,Vitaminas,36.69
Escova de Cabelo,Perfumaria,71.99
Pomada Antisséptica,Perfumaria,80.79
Suplemento de Ômega 3,Vitaminas,85.92
Vitamina C 1000mg,Vitaminas,87.44
Inalador,Remédios,69.31
Paracetamol 500mg,Remédios,33.21
Escova de Cabelo,Perfumaria,84.62
Termômetro de Infravermelho,Perfumaria,75.35
Cotonetes,Perfumaria,61.01
Antifúngico,Remédios,92.01
Suplemento de Ômega 3,Vitaminas,22.15
Máscara de Cílios,Perfumaria,66.35
Lenços Umedecidos,Perfumaria,99.83
Creme para as Mãos,Perfumaria,62.15
Compressa Fria,Perfumaria,94.53
Lentes de Contato,Perfumaria,11.73
Pomada Antisséptica,Perfumaria,92.7
Fita Adesiva,Perfumaria,24.51
Pasta de Dente,Perfumaria,70.73
Gaze Esterilizada,Perfumaria,7.99
Máscara de Cílios,Perfumaria,87.75
Fraldas Descartáveis,Perfumaria,63.09
Pasta de Dente,Perfumaria,58.18
Compressa Fria,Perfumaria,78.44
Protetor Labial,Perfumaria,58.89
Pomada para Artrose,Remédios,75.44
Colírio,Remédios,58.92
Suplemento de Cálcio,Vitaminas,10.43
Lenços Umedecidos,Perfumaria,89.87
Fita Adesiva,Perfumaria,40.89
Escova de Cabelo,Perfumaria,24.4
Desodorante,Perfumaria,77.66
Antialérgico,Remédios,79.22
Antialérgico,Remédios,84.81
Anti-inflamatório,Remédios,81.05
Band-aid,Perfumaria,5.04
Suplemento de Ômega 3,Vitaminas,67.28
Cotonetes,Perfumaria,68.68
Antialérgico,Remédios,59.92
Band-aid,Perfumaria,62.55
Aspirina 500mg,Remédios,65.7
Suplemento de Vitamina D,Vitaminas,67.28
Aspirina 500mg,Remédios,35.96
Creme Hidratante,Perfumaria,78.21
Ibuprofeno 200mg,Remédios,21.14
Máscara de Cílios,Perfumaria,93.16
Suplemento de Vitamina D,Vitaminas,53.74
Pasta de Dente,Perfumaria,33.58
Termômetro Digital,Perfumaria,54.42
Suplemento de Magnésio,Vitaminas,99.36
Ibuprofeno 200mg,Remédios,16.2
Cotonetes,Perfumaria,72.46
Cotonetes,Perfumaria,8.74
Máscara de Cílios,Perfumaria,88.85
Colírio,Remédios,27.93
Vitamina C 1000mg,Vitaminas,62.31
Antibiótico,Remédios,42.75
Suplemento de Ômega 3,Vitaminas,91.22
Fraldas Descartáveis,Perfumaria,72.06
Gel Antisséptico,Perfumaria,65.32
Escova de Dente,Perfumaria,93.36
Creme para as Mãos,Perfumaria,30.84
Lenços Umedecidos,Perfumaria,43.76
Suplemento de Cálcio,Vitaminas,13.61
Soro Fisiológico,Remédios,53.4
Roupas de Compressão,Perfumaria,88.26
Ibuprofeno 200mg,Remédios,63.38
Compressa Fria,Perfumaria,26.21
Desodorante,Perfumaria,87.37
Aspirina 500mg,Remédios,16.8
Creme Anti-idade,Perfumaria,36.55
Protetor Labial,Perfumaria,77.47
Colágeno em Pó,Vitaminas,73.56
Suplemento de Vitamina D,Vitaminas,28.38
Colágeno em Pó,Vitaminas,81.51
Suplemento de Vitamina D,Vitaminas,32.09
Cotonetes,Perfumaria,29.14
Antifúngico,Remédios,18.88
Colágeno em Pó,Vitaminas,47.38
Colágeno em Pó,Vitaminas,52.23
Creme Hidratante,Perfumaria,95.39
Inalador,Remédios,68.71
Cotonetes,Perfumaria,17.66
Vitamina C 1000mg,Vitaminas,6.39
Inalador,Remédios,98.72
Pomada para Assaduras,Perfumaria,18.5
Desodorante,Perfumaria,63.03
Cotonetes,Perfumaria,68.51
Colírio,Remédios,45.01
Gel Antisséptico,Perfumaria,54.75
Termômetro Digital,Perfumaria,94.12
Suplemento de Vitamina D,Vitaminas,73.6
Lentes de Contato,Perfumaria,58.36
Antiácido,Remédios,10.89
Antialérgico,Remédios,47.93
Gaze Esterilizada,Perfumaria,43.79
Gaze Esterilizada,Perfumaria,74.36
Desodorante,Perfumaria,21.59
Creme para as Mãos,Perfumaria,38.21
Gaze Esterilizada,Perfumaria,40.92
Compressa Fria,Perfumaria,29.28
Creme para as Mãos,Perfumaria,33.56
Gel Antisséptico,Perfumaria,77.5
Compressa Fria,Perfumaria,82.24
Antibiótico,Remédios,85.57
Inalador,Remédios,52.8
Fita Adesiva,Perfumaria,28.0
Antibiótico,Remédios,48.36
Desodorante,Perfumaria,77.83
Creme Anti-idade,Perfumaria,79.89
Creme Hidratante,Perfumaria,67.68
Xarope para Tosse,Remédios,91.7
Desodorante,Perfumaria,27.07
Inalador,Remédios,54.02
Fraldas Descartáveis,Perfumaria,86.17
Band-aid,Perfumaria,83.82
Fita Adesiva,Perfumaria,70.17
Suplemento de Vitamina D,Vitaminas,34.23
Cotonetes,Perfumaria,37.5
Fita Adesiva,Perfumaria,54.14
Colírio,Remédios,69.95
Pomada para Assaduras,Perfumaria,49.05
Pasta de Dente,Perfumaria,12.95
Colírio,Remédios,65.45
Pasta de Dente,Perfumaria,98.32
Antiácido,Remédios,21.19
Lentes de Contato,Perfumaria,80.29
Fraldas Descartáveis,Perfumaria,62.15
Roupas de Compressão,Perfumaria,59.54
Antiácido,Remédios,51.3
Compressa Fria,Perfumaria,29.85
Pomada para Assaduras,Perfumaria,44.59
Paracetamol 500mg,Remédios,76.46
Pomada para Artrose,Remédios,72.29
Band-aid,Perfumaria,78.59
Band-aid,Perfumaria,96.6
Pomada para Assaduras,Perfumaria,5.76
Fraldas Descartáveis,Perfumaria,86.42
Creme Anti-idade,Perfumaria,55.82
Escova de Cabelo,Perfumaria,66.19
Vitamina C 1000mg,Vitaminas,44.09
Desodorante,Perfumaria,94.67
Soro Fisiológico,Remédios,24.23
Cotonetes,Perfumaria,15.98
Máscara de Cílios,Perfumaria,80.59
Anti-inflamatório,Remédios,48.63
Protetor Solar,Perfumaria,89.4
Pomada para Artrose,Remédios,28.31
Termômetro Digital,Perfumaria,55.04
Protetor Solar,Perfumaria,42.34
Suplemento de Ômega 3,Vitaminas,65.62
Suplemento de Ômega 3,Vitaminas,56.96
Suplemento de Cálcio,Vitaminas,71.51
Vitamina C 1000mg,Vitaminas,56.94
Cotonetes,Perfumaria,48.48
Gaze Esterilizada,Perfumaria,95.23
Pomada para Artrose,Remédios,46.0
Escova de Cabelo,Perfumaria,76.93
Pomada para Assaduras,Perfumaria,46.54
Inalador,Remédios,90.82
Gel Antisséptico,Perfumaria,44.54
Escova de Cabelo,Perfumaria,67.74
Escova de Dente,Perfumaria,64.69
Termômetro de Infravermelho,Perfumaria,38.71
Suplemento de Magnésio,Vitaminas,79.96
Pomada para Assaduras,Perfumaria,74.5
Protetor Labial,Perfumaria,86.59
Fraldas Descartáveis,Perfumaria,38.07
Antiácido,Remédios,84.44
Colírio,Remédios,6.09
Soro Fisiológico,Remédios,64.38
Pasta de Dente,Perfumaria,59.57
Xarope para Tosse,Remédios,27.54
Suplemento de Vitamina D,Vitaminas,76.79
Creme Anti-idade,Perfumaria,38.07
Paracetamol 500mg,Remédios,55.32
Escova de Dente,Perfumaria,52.34
Pomada para Assaduras,Perfumaria,47.71
Lenços Umedecidos,Perfumaria,89.56
Compressa Fria,Perfumaria,60.29
Creme para as Mãos,Perfumaria,19.75
Suplemento de Cálcio,Vitaminas,49.87
Fraldas Descartáveis,Perfumaria,88.0
Pomada para Artrose,Remédios,68.91
Colírio,Remédios,37.24
Ibuprofeno 200mg,Remédios,55.03
Antiácido,Remédios,13.34
Fita Adesiva,Perfumaria,23.46
Pasta de Dente,Perfumaria,16.81
Lentes de Contato,Perfumaria,13.72
Gel Antisséptico,Perfumaria,37.51
Protetor Solar,Perfumaria,10.97
Gaze Esterilizada,Perfumaria,8.87
Colírio,Remédios,46.01
Creme para as Mãos,Perfumaria,93.84
Paracetamol 500mg,Remédios,13.58
Aspirina 500mg,Remédios,79.44
Xarope para Tosse,Remédios,62.12
Pasta de Dente,Perfumaria,89.15
Paracetamol 500mg,Remédios,26.69
Anti-inflamatório,Remédios,43.64
Pasta de Dente,Perfumaria,23.36
Escova de Cabelo,Perfumaria,65.01
Pomada para Artrose,Remédios,37.52
Antiácido,Remédios,19.37
Fraldas Descartáveis,Perfumaria,95.83
Inalador,Remédios,56.36
Paracetamol 500mg,Remédios,71.38
Ibuprofeno 200mg,Remédios,31.4
Protetor Solar,Perfumaria,80.14
Antifúngico,Remédios,71.75
Colírio,Remédios,76.78
Escova de Dente,Perfumaria,48.29
Gel Antisséptico,Perfumaria,12.33
Antiácido,Remédios,86.22
Antiácido,Remédios,66.29
Cotonetes,Perfumaria,26.93
Soro Fisiológico,Remédios,27.65
Creme Anti-idade,Perfumaria,37.98
Inalador,Remédios,92.04
Suplemento de Magnésio,Vitaminas,32.21
Escova de Cabelo,Perfumaria,66.7
Suplemento de Cálcio,Vitaminas,42.95
Pomada para Assaduras,Perfumaria,21.07
Escova de Cabelo,Perfumaria,87.14
Creme Hidratante,Perfumaria,6.55
Soro Fisiológico,Remédios,88.07
Creme para as Mãos,Perfumaria,61.89
Protetor Solar,Perfumaria,20.22
Pasta de Dente,Perfumaria,93.69
Paracetamol 500mg,Remédios,88.35
Desodorante,Perfumaria,98.65
Suplemento de Cálcio,Vitaminas,94.04
Roupas de Compressão,Perfumaria,59.25
Termômetro Digital,Perfumaria,87.29
Cotonetes,Perfumaria,80.53
Pomada para Artrose,Remédios,25.37
Vitamina C 1000mg,Vitaminas,45.61
Fita Adesiva,Perfumaria,96.12
Protetor Labial,Perfumaria,18.91
Colírio,Remédios,94.88
Creme Hidratante,Perfumaria,59.13
Antibiótico,Remédios,69.06
Suplemento de Cálcio,Vitaminas,36.94
Creme Anti-idade,Perfumaria,25.97
Termômetro de Infravermelho,Perfumaria,52.05
Gel Antisséptico,Perfumaria,38.41
Pomada para Artrose,Remédios,37.0
Termômetro de Infravermelho,Perfumaria,46.33
Paracetamol 500mg,Remédios,78.07
Fita Adesiva,Perfumaria,37.75
Colágeno em Pó,Vitaminas,42.94
Anti-inflamatório,Remédios,17.68
Pomada Antisséptica,Perfumaria,87.81
Fita Adesiva,Perfumaria,23.13
Vitamina C 1000mg,Vitaminas,16.18
Suplemento de Vitamina D,Vitaminas,76.83
Lentes de Contato,Perfumaria,90.46
Termômetro Digital,Perfumaria,98.45
Aspirina 500mg,Remédios,26.11
Xarope para Tosse,Remédios,29.35
Cotonetes,Perfumaria,16.39
Escova de Dente,Perfumaria,11.45
Xarope para Tosse,Remédios,77.59
Suplemento de Ômega 3,Vitaminas,42.88
Xarope para Tosse,Remédios,70.52
Pasta de Dente,Perfumaria,46.69
Gel Antisséptico,Perfumaria,6.03
Fraldas Descartáveis,Perfumaria,5.67
Antibiótico,Remédios,74.7
Xarope para Tosse,Remédios,12.37
Gaze Esterilizada,Perfumaria,26.58
Colágeno em Pó,Vitaminas,43.65
Gaze Esterilizada,Perfumaria,7.38
Compressa Fria,Perfumaria,84.39
Paracetamol 500mg,Remédios,86.61
Antiácido,Remédios,40.91
Escova de Dente,Perfumaria,69.85
Suplemento de Vitamina D,Vitaminas,8.52
Suplemento de Vitamina D,Vitaminas,13.31
Xarope para Tosse,Remédios,15.34
Pomada Antisséptica,Perfumaria,60.44
Ibuprofeno 200mg,Remédios,76.09
Escova de Dente,Perfumaria,63.01
Máscara de Cílios,Perfumaria,23.84
Fita Adesiva,Perfumaria,53.91
Pomada para Assaduras,Perfumaria,27.31
Anti-inflamatório,Remédios,42.61
Suplemento de Vitamina D,Vitaminas,10.1
Escova de Dente,Perfumaria,66.17
Antibiótico,Remédios,84.73
Colírio,Remédios,99.44
Antibiótico,Remédios,58.56
Antiácido,Remédios,10.47
Escova de Cabelo,Perfumaria,90.7
Escova de Dente,Perfumaria,6.04
Colírio,Remédios,71.52
Creme para as Mãos,Perfumaria,86.91
Antibiótico,Remédios,70.4
Creme Anti-idade,Perfumaria,94.18
Vitamina C 1000mg,Vitaminas,95.45
Protetor Solar,Perfumaria,29.11
Antifúngico,Remédios,22.73
Paracetamol 500mg,Remédios,83.28
Aspirina 500mg,Remédios,50.11
Escova de Cabelo,Perfumaria,54.04
Termômetro de Infravermelho,Perfumaria,74.09
Lenços Umedecidos,Perfumaria,91.96
Termômetro de Infravermelho,Perfumaria,38.22
Xarope para Tosse,Remédios,29.91
Aspirina 500mg,Remédios,96.81
Antifúngico,Remédios,7.74
Máscara de Cílios,Perfumaria,8.87
Fita Adesiva,Perfumaria,42.8
Pasta de Dente,Perfumaria,40.04
Anti-inflamatório,Remédios,62.45
Gel Antisséptico,Perfumaria,40.19
Escova de Dente,Perfumaria,8.79
Ibuprofeno 200mg,Remédios,47.74
Compressa Fria,Perfumaria,99.15
Escova de Cabelo,Perfumaria,83.51
Band-aid,Perfumaria,81.43
Gel Antisséptico,Perfumaria,79.46
Protetor Labial,Perfumaria,20.08
Antifúngico,Remédios,13.09
Soro Fisiológico,Remédios,22.89
Creme para as Mãos,Perfumaria,58.07
Fraldas Descartáveis,Perfumaria,19.04
Band-aid,Perfumaria,81.81
Escova de Dente,Perfumaria,89.39
Desodorante,Perfumaria,81.4
Termômetro Digital,Perfumaria,21.09
Inalador,Remédios,96.1
Vitamina C 1000mg,Vitaminas,47.3
Lentes de Contato,Perfumaria,46.85
Máscara de Cílios,Perfumaria,94.78
Fraldas Descartáveis,Perfumaria,46.24
Termômetro Digital,Perfumaria,52.31
Inalador,Remédios,6.61
Fita Adesiva,Perfumaria,6.36
Termômetro Digital,Perfumaria,98.2
Fraldas Descartáveis,Perfumaria,24.17
Protetor Labial,Perfumaria,22.24
Pomada para Artrose,Remédios,81.91
Colírio,Remédios,19.34
Termômetro Digital,Perfumaria,20.15
Escova de Dente,Perfumaria,64.85
Cotonetes,Perfumaria,87.81
Xarope para Tosse,Remédios,94.4
Suplemento de Magnésio,Vitaminas,14.9
Compressa Fria,Perfumaria,20.79
Gel Antisséptico,Perfumaria,65.82
Escova de Dente,Perfumaria,42.44
Creme Anti-idade,Perfumaria,33.94
Antialérgico,Remédios,87.75
Protetor Labial,Perfumaria,76.78
Desodorante,Perfumaria,63.48
Suplemento de Magnésio,Vitaminas,79.48
Escova de Dente,Perfumaria,19.01
Ibuprofeno 200mg,Remédios,60.56
Compressa Fria,Perfumaria,73.92
Ibuprofeno 200mg,Remédios,57.78
Creme para as Mãos,Perfumaria,5.29
Band-aid,Perfumaria,43.21
Vitamina C 1000mg,Vitaminas,24.01
Suplemento de Cálcio,Vitaminas,38.54
Compressa Fria,Perfumaria,24.01
Colírio,Remédios,46.85
Lenços Umedecidos,Perfumaria,80.77
Anti-inflamatório,Remédios,88.21
Antialérgico,Remédios,43.4
Gaze Esterilizada,Perfumaria,60.8
Colírio,Remédios,88.84
Inalador,Remédios,93.95
Xarope para Tosse,Remédios,97.83
Cotonetes,Perfumaria,95.25
Cotonetes,Perfumaria,28.33
Escova de Dente,Perfumaria,50.74
Vitamina C 1000mg,Vitaminas,51.82
Cotonetes,Perfumaria,12.59
Antibiótico,Remédios,88.97
Aspirina 500mg,Remédios,7.24
Ibuprofeno 200mg,Remédios,94.08
Soro Fisiológico,Remédios,55.13
Termômetro de Infravermelho,Perfumaria,81.3
Gel Antisséptico,Perfumaria,70.59
Antialérgico,Remédios,95.54
Protetor Labial,Perfumaria,13.58
Creme Hidratante,Perfumaria,13.36
Suplemento de Cálcio,Vitaminas,17.37
Pomada Antisséptica,Perfumaria,19.07
Ibuprofeno 200mg,Remédios,35.14
Pomada para Assaduras,Perfumaria,25.54
Creme Hidratante,Perfumaria,96.58
Anti-inflamatório,Remédios,20.67
Creme Hidratante,Perfumaria,31.32
Desodorante,Perfumaria,26.15
Pomada Antisséptica,Perfumaria,74.17
Desodorante,Perfumaria,58.78
Gel Antisséptico,Perfumaria,79.17
Compressa Fria,Perfumaria,85.01
Protetor Labial,Perfumaria,21.54
Cotonetes,Perfumaria,91.91
Aspirina 500mg,Remédios,51.17
Termômetro Digital,Perfumaria,37.08
Creme para as Mãos,Perfumaria,24.21
Desodorante,Perfumaria,95.13
Fraldas Descartáveis,Perfumaria,49.0
Suplemento de Vitamina D,Vitaminas,12.41
Ibuprofeno 200mg,Remédios,63.2
Protetor Solar,Perfumaria,60.98
Roupas de Compressão,Perfumaria,51.23
Pomada para Assaduras,Perfumaria,46.72
Antialérgico,Remédios,67.77
Gaze Esterilizada,Perfumaria,48.13
Xarope para Tosse,Remédios,20.7
Antialérgico,Remédios,49.33
Termômetro Digital,Perfumaria,79.88
Suplemento de Magnésio,Vitaminas,49.48
Gaze Esterilizada,Perfumaria,13.09
Soro Fisiológico,Remédios,87.82
Suplemento de Cálcio,Vitaminas,44.83
Soro Fisiológico,Remédios,41.4
Antialérgico,Remédios,33.14
Soro Fisiológico,Remédios,58.47
Vitamina C 1000mg,Vitaminas,21.24
Creme Anti-idade,Perfumaria,13.88
Pomada Antisséptica,Perfumaria,48.84
Pomada para Assaduras,Perfumaria,85.84
Suplemento de Ômega 3,Vitaminas,61.73
Antibiótico,Remédios,82.26
Suplemento de Magnésio,Vitaminas,86.77
